Reported Issue #,Workorder #,Current Status,Open Date-Time,Resolved Date,Days Open,Report Source,Issue Type,Issue Sub-Type,Department Work Group,Incident Address,Latitude,Longitude,Lat-Long,Additional Questions,Last Updated
1289414,,new,11/28/2022 10:07:00 AM,,4,Phone Answered,Administration or Questions,Minor Home Repair Program Questions/Inquiries,311 Research,,,,,,11/28/2022 06:36:38 PM
1494588,,resolved,04/28/2023 03:24:00 PM,05/04/2023 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{Type"":""Concern""|""Please provide address and location information if needed for this report"":""4904 E 40th Ter""}""",05/04/2023 06:20:33 PM
1494587,,resolved,04/28/2023 03:23:00 PM,05/04/2023 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{Type"":""Question""|""Please provide address and location information if needed for this report"":""""}""",05/04/2023 06:21:23 PM
1494500,,resolved,04/28/2023 02:38:00 PM,05/04/2023 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{Type"":""Concern""|""Please provide address and location information if needed for this report"":""5716 Garfield Ave KCMO 64130""}""",05/04/2023 06:24:35 PM
1291816,193934,resolved,11/29/2022 02:40:00 PM,12/02/2022 12:00:00 AM,3,WEB RAI,Streetlights,5 or more lights out,PW Streetlights,3320 NE Chouteau Trfy Kansas City 64117,39.15122956,-94.53632355,POINT (-94.53632355 39.15122956),,12/02/2022 12:10:55 PM
1083741,172054,resolved,06/15/2022 09:41:00 AM,10/18/2022 12:00:00 AM,125,iOS,Street Maintenance,Pothole,PW Permits,1228 W 55th St Kansas City 64112,39.028728,-94.607526,POINT (-94.607526 39.028728),"[{""caption"":""Number of Potholes"",""type"":4,""sort_order"":1,""enterdValue"":""One Pothole""},{""caption"":""Location"",""type"":4,""sort_order"":2,""enterdValue"":""Street""}]",10/18/2022 02:46:13 PM
1079276,171477,resolved,06/12/2022 04:06:00 PM,10/14/2022 12:00:00 AM,124,iOS,Street Maintenance,Pothole,PW Permits,4225 NE Shady Ln Kansas City 64119,39.205123,-94.531107,POINT (-94.531107 39.205123),"[{""caption"":""Number of Potholes"",""type"":4,""sort_order"":1,""enterdValue"":""One Pothole""},{""caption"":""Location"",""type"":4,""sort_order"":2,""enterdValue"":""Street""}]",10/14/2022 03:01:08 PM
1287511,,resolved,11/26/2022 02:03:00 AM,01/25/2023 12:00:00 AM,60,iOS,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{""Location or area of concern"":""In fromt of 2935 paseo blvd""}",01/25/2023 09:05:02 PM
630172,,resolved,05/20/2021 02:18:00 PM,10/11/2022 12:00:00 AM,508,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,,05/05/2023 05:48:43 AM
1295705,,resolved,12/01/2022 05:28:00 PM,12/02/2022 12:00:00 AM,1,iOS,311 Request Update,,311 Research,,,,,"{""What is your request number?"":""1284202"",""If you do not have your request number, please provide us the location reported."":"""",""How would you like us to contact you?"":""Email"",""Please provide us the contact information for your preferred method."":""Esther.swanson@gmail.com""}",12/02/2022 04:33:29 PM
1286527,,resolved,11/23/2022 04:09:00 PM,11/28/2022 12:00:00 AM,5,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,11/28/2022 08:09:29 PM
1295500,,resolved,12/01/2022 03:31:00 PM,01/25/2023 12:00:00 AM,55,Phone Answered,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{""Location or area of concern"":""3420 Lexington Ave (caller resides at 3425 Lexington)""}",01/25/2023 08:58:45 PM
1286328,,new,11/23/2022 02:00:00 PM,,9,Phone Answered,Administration or Questions,Health,311 Research,,,,,"{""Previous case number, if applicable"":"""",""Address or location, if applicable"":""""}",11/23/2022 08:10:53 PM
1286145,,resolved,11/23/2022 11:57:00 AM,11/28/2022 12:00:00 AM,5,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Concern"",""Please provide address and location information if needed for this report"":""Intersection at 7001 Blue Parkway""}",11/28/2022 03:42:01 PM
1049323,,resolved,05/20/2022 10:17:00 AM,10/18/2022 12:00:00 AM,150,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,10/18/2022 08:26:39 PM
1295281,,resolved,12/01/2022 12:15:00 PM,12/01/2022 12:00:00 AM,0,Phone Answered,Administration or Questions,KC Pet Project Feedback,311 Research,,,,,"{""Type"":""Question"",""Please provide location information if needed for this report"":""1153 Queens Pl""}",12/01/2022 09:18:34 PM
1295094,,resolved,12/01/2022 12:15:00 PM,12/02/2022 12:00:00 AM,1,Phone Answered,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide address and location information if needed for this report"":""3509 NE 78th St""}",12/02/2022 04:54:12 PM
1294618,,resolved,12/01/2022 10:00:00 AM,12/02/2022 12:00:00 AM,1,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""7608 E 49th st""}",12/02/2022 06:34:47 PM
1001746,,resolved,04/13/2022 12:26:00 PM,10/24/2022 12:00:00 AM,193,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Concern"",""Please provide the address or intersection if applicable to the report."":""2107 e 58th""}",10/24/2022 04:10:14 PM
1327719,,referred,12/29/2022 12:52:00 PM,,129,Android,Administration or Questions,KCPD,311 Research,,,,,"{Type"":""Concern""|""Provide address or location information if needed"":""9702 Shepherds dr""}""",05/05/2023 08:40:34 AM
867980,,resolved,12/10/2021 10:13:00 AM,01/31/2022 12:00:00 AM,52,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,01/31/2022 10:19:37 PM
1293959,,resolved,11/30/2022 05:48:00 PM,12/13/2022 12:00:00 AM,13,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,12/13/2022 10:00:45 PM
920719,,new,02/02/2022 08:30:00 AM,,25.63,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""6403 NW Hilldale Dr""}",02/02/2022 03:20:52 PM
1293277,,resolved,11/30/2022 12:23:00 PM,12/02/2022 12:00:00 AM,2,Phone Answered,Administration or Questions,How's My Driving,311 Research,,,,,"{""In order to complete an investigation,  please provide license plate number"":""81051"",""Vehicle Description"":""blue waterv  van"",""Location"":""headed west on 55th"",""Date and time of incident"":""12-01-2022 12:52 AM""}",12/02/2022 07:35:11 PM
999709,,resolved,04/12/2022 08:23:00 AM,10/21/2022 12:00:00 AM,191,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,10/21/2022 02:19:48 PM
998554,,resolved,04/11/2022 01:32:00 PM,10/19/2022 12:00:00 AM,190,WEB RAI,311 Research and Investigation,Management Review,311 Research,,,,,,10/19/2022 07:54:25 PM
997886,,resolved,04/11/2022 08:57:00 AM,10/20/2022 12:00:00 AM,191,Phone Answered,Administration or Questions,Public Works,311 Research,,,,,"{""Type"":""Feedback"",""Please provide the address or intersection if applicable to the report."":""1308 Pennsylvania Ave""}",10/20/2022 03:13:53 PM
1292902,,resolved,11/30/2022 10:15:00 AM,12/05/2022 12:00:00 AM,5,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,12/05/2022 01:36:30 PM
1199897,,resolved,09/13/2022 10:00:00 PM,10/28/2022 12:00:00 AM,44,WEB RAI,Vehicles and Parking,Feedback or Question,KCPD Parking Control,,,,,"{Location or area of concern"":""City Market Free Parking""}""",05/05/2023 08:40:34 AM
1292457,,resolved,11/30/2022 05:32:00 AM,12/01/2022 12:00:00 AM,1,iOS,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide address and location information if needed for this report"":""7809 N Camden Ave""}",12/01/2022 06:32:19 PM
1292456,,resolved,11/30/2022 05:29:00 AM,12/01/2022 12:00:00 AM,1,iOS,Administration or Questions,KC Water,311 Research,,,,,"{""Type"":""Question"",""Please provide address and location information if needed for this report"":""7809 N Camden Ave""}",12/01/2022 06:17:37 PM
1159989,,resolved,08/12/2022 02:55:00 PM,08/30/2022 12:00:00 AM,17,WEB RAI,311 Request Update,,311 Research,,,,,"{What is your request number?"":""1100135""|""If you do not have your request number| please provide us the location reported."":""""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""kearenymo@everestkc.net""}""",05/05/2023 08:40:34 AM
1130888,,resolved,07/21/2022 10:15:00 AM,08/02/2022 12:00:00 AM,11,WEB RAI,Contract and Labor Violations,Wage and Hour Violations,Civil Rights and Equal Opportunity,,,,,"{Is the project in KCMO city limits?  If no| please contact the city\/county where the project is located."":""Yes""|""Project Name or Number"":""Jazz Hill Homes 920""|""Please provide contact information for the project"":""(816)-389-8300""|""Trade\/Position held"":""Electrician""|""Do you agree to provide your name and contact information below?  If not| you will need to call 816-513-1836 to report."":""Yes""}""",05/05/2023 08:40:34 AM
1126554,,resolved,07/18/2022 01:37:00 PM,09/02/2022 12:00:00 AM,45,Phone Answered,Solid Waste Services,Opportunity for Improvement (Bulky Items),PW Solid Waste,,,,,,05/05/2023 08:40:34 AM
646205,,resolved,06/02/2021 10:55:00 PM,07/29/2021 12:00:00 AM,56,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,07/29/2021 12:38:07 PM
1291831,,resolved,11/29/2022 02:40:00 PM,12/08/2022 12:00:00 AM,9,Phone Answered,Administration or Questions,PIAC,311 Research,,,,,"{""Do we need to mail the form?"":""No"",""If yes, what is the mailing address?"":"""",""If no, what is the issue and\/or PIAC number?"":""W 114th Terrace""}",12/08/2022 05:56:44 PM
882430,,resolved,12/27/2021 02:26:00 PM,01/31/2022 12:00:00 AM,35,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,01/31/2022 08:23:42 PM
920258,,resolved,02/01/2022 04:09:00 PM,02/03/2022 12:00:00 AM,2,WEB RAI,311 Research and Investigation,Management Review,311 Research,,,,,,02/03/2022 04:32:19 PM
1291503,,resolved,11/29/2022 12:00:00 PM,12/09/2022 12:00:00 AM,10,Phone Answered,Administration or Questions,PIAC,311 Research,,,,,"{""Do we need to mail the form?"":""No"",""If yes, what is the mailing address?"":"""",""If no, what is the issue and\/or PIAC number?"":""E 75th Street""}",12/09/2022 04:10:15 PM
1077149,,resolved,06/10/2022 09:55:00 AM,06/28/2022 12:00:00 AM,17,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:40:34 AM
1075197,,resolved,06/09/2022 07:20:00 AM,06/16/2022 12:00:00 AM,6,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:40:34 AM
1070845,,resolved,06/06/2022 04:13:00 PM,06/07/2022 12:00:00 AM,0,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:40:34 AM
645428,,resolved,06/02/2021 04:01:00 PM,07/29/2021 12:00:00 AM,56,Phone Answered,Administration or Questions,Mayors Office,311 Research,,,,,,07/29/2021 12:42:57 PM
1281125,,resolved,11/18/2022 04:21:00 PM,11/21/2022 12:00:00 AM,3,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,11/21/2022 03:37:28 PM
1048488,,resolved,05/19/2022 04:04:00 PM,10/11/2022 12:00:00 AM,144,Phone Answered,Administration or Questions,"Public Works,Submit a Claim to Law",311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to the report."":""10719 Blue Ridge Blvd""}""",05/05/2023 08:40:34 AM
1290455,193852,resolved,11/28/2022 09:22:00 PM,12/05/2022 12:00:00 AM,7,WEB RAI,Street Maintenance,Pothole,PW Permits,8315 State Line Rd Kansas City 64114,38.978244,-94.60844278,POINT (-94.60844278 38.978244),"{""Number of Potholes"":""Entire Block"",""Location"":""Street""}",12/05/2022 11:33:01 PM
985626,,resolved,03/31/2022 05:24:00 AM,04/11/2022 12:00:00 AM,10,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to this report."":""24 NW 41st Ter KCMO 64116""}""",05/05/2023 08:40:34 AM
964043,,resolved,03/15/2022 09:51:00 AM,03/22/2022 12:00:00 AM,6,iOS,Animals and Pets,Dead Animal on Private Property,City Manager's Office,9701 N Ash Ave Kansas City 64157,39.267645,-94.451993,POINT (-94.451993 39.267645),"[{caption"":""Type of Animal""|""type"":3|""sort_order"":1|""enterdValue"":""Cat ""}|{""caption"":""Where is the animal?""|""type"":4|""sort_order"":2|""enterdValue"":""Street""}|{""caption"":""Please provide any additional notes""|""type"":3|""sort_order"":3|""enterdValue"":""Intersection of 291(NE Cookingham) and N Ash ""}]""",05/05/2023 08:40:34 AM
943862,,referred,02/24/2022 02:41:00 PM,,437,Phone Answered,Administration or Questions,Housing,311 Research,,,,,,05/05/2023 08:40:34 AM
940610,,resolved,02/22/2022 08:51:00 AM,03/28/2022 12:00:00 AM,33,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""5127 Michigan Ave""}""",05/05/2023 08:40:34 AM
1289162,,resolved,11/28/2022 10:55:00 AM,12/01/2022 12:00:00 AM,3,WEB RAI,Administration or Questions,Submit a Claim to Law,311 Research,,,,,"{""What is the claim for?"":""Other"",""Where did the injury or damage occur (location and address or intersection)?"":""5140 Walnut"",""Is this for an individual or a business?"":""Individual"",""Contact name"":""Keara Neifachi"",""Contact mailing address and phone number"":""5140 Walnut KCMO 64112 312-401-3653"",""When did the injury or damage occur?"":""11-25-2022"",""If claim is for vehicle damage, please list make, model, and year"":""no"",""Have you had any communication with anyone from the City about the damage?"":""No"",""If yes, what is the name of the department, division, or staff person?"":"""",""Did you file a police report?"":""No"",""If yes, what is the report number?"":""""}",12/01/2022 09:57:25 PM
918716,,resolved,01/31/2022 02:05:00 PM,02/22/2022 12:00:00 AM,21,Phone Answered,311 Research and Investigation,Management Review,311 Research,,,,,,05/05/2023 08:40:34 AM
913115,,referred,01/25/2022 01:40:00 PM,,467,Phone Answered,Administration or Questions,Housing,311 Research,,,,,,05/05/2023 08:40:34 AM
911523,,resolved,01/24/2022 12:23:00 PM,01/24/2022 12:00:00 AM,-1,Email,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""""}""",05/05/2023 08:40:34 AM
909581,,resolved,01/21/2022 03:37:00 PM,01/28/2022 12:00:00 AM,6,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""7901 E 92nd Ter   64138""}""",05/05/2023 08:40:34 AM
908001,,resolved,01/20/2022 01:09:00 PM,02/14/2022 12:00:00 AM,24,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Other""|""Please provide the address or intersection if applicable to this report."":""6400 E 55th Ter""}""",05/05/2023 08:40:34 AM
893456,,resolved,01/07/2022 07:00:00 AM,01/12/2022 12:00:00 AM,4,Phone Answered,Administration or Questions,"Public Works,Elected Officials - City Council",311 Research,,,,,"{Type"":""Feedback""|""Official"":""Council District 1""}""",05/05/2023 08:40:34 AM
890794,,resolved,01/05/2022 09:36:00 AM,01/18/2022 12:00:00 AM,12,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Compliment""|""Please provide the address or intersection if applicable to this report."":""2463 Walrond Ave""}""",05/05/2023 08:40:34 AM
886278,,resolved,12/31/2021 09:44:00 AM,02/23/2022 12:00:00 AM,53,Android,311 Request Update,,311 Research,,,,,"{What is your request number?"":""""|""If you do not have your request number| please provide us the location reported."":""kcmo website|  this one""|""How would you like us to contact you?"":""Email""|""Please provide us the contact information for your preferred method."":""jpetesch52@gmail.com ""}""",05/05/2023 08:40:34 AM
886100,,resolved,12/30/2021 05:31:00 PM,01/18/2022 12:00:00 AM,18,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""Affected Property - Villa Plaza Condos - 50th\/Baltimore (5004 Baltimore Ave Ste 103) -  Property Violations at 5009\/5011 Wyandotte St""}""",05/05/2023 08:40:34 AM
641358,,resolved,05/28/2021 11:20:00 AM,06/01/2021 12:00:00 AM,3,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,06/01/2021 01:54:13 PM
882043,,resolved,12/27/2021 09:30:00 AM,01/18/2022 12:00:00 AM,21,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Concern""|""Please provide the address or intersection if applicable to this report."":""500 Gladstone Blvd""}""",05/05/2023 08:40:34 AM
879915,,resolved,12/22/2021 04:41:00 PM,12/30/2021 12:00:00 AM,7,Phone Answered,Administration or Questions,Neighborhood and Housing Services,311 Research,,,,,"{Type"":""Question""|""Please provide the address or intersection if applicable to this report."":""2614 e 79th St""}""",05/05/2023 08:40:34 AM
1278347,,resolved,11/16/2022 06:02:00 PM,11/17/2022 12:00:00 AM,1,Phone Answered,Water Service,Account or Billing Questions,Water Services Department,,,,,,11/17/2022 09:22:44 PM
918895,,new,01/31/2022 03:51:00 PM,,27.32,Phone Answered,Snow,Snow Concern,PW Snow,,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""10321 N Lucerne""}",01/31/2022 09:55:14 PM
918869,,resolved,01/31/2022 03:28:00 PM,02/02/2022 12:00:00 AM,2,WEB RAI,Administration or Questions,KC Water,311 Research,,,,,,02/02/2022 03:55:05 PM
